id_llamada,fecha,hora,id_agente,nombre_agente,turno,area,antiguedad_años,tipo_gestion,canal,provincia_cliente,AHT_segundos,FCR,rellamado_7dias,PEC_error_critico,NPS_score,satisfaccion_agente,ausente,motivo_ausencia,columna_sistema_interno
CALL-02900,2024-08-15,15:58,AG012,Ignacio Herrera,Noche,Ventas,2,Reclamo,Outbound,CABA,383,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-01190,2024-08-05,11:30,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Inbound,Santa Fe,270,1,0,0,,4,0,,SVC_AR_2024
CALL-00329,2024-04-23,14:28,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Venta,Outbound,Córdoba,387,1,0,1,2.0,4,0,,SVC_AR_2024
CALL-00649,12/01/2024,15:58,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Outbound,CABA,564,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-00898,2024-09-05,07:03,AG014,Sebastián Castro,Tarde,Cobranzas,1,Consulta,Chat derivado a voz,Rosario,255,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-01492,2024-07-19,13:53,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Chat derivado a voz,Santa Fe,343,0,1,0,2.0,4,0,,SVC_AR_2024
CALL-01124,2024-02-11,13:56,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Chat derivado a voz,Tucumán,264,0,1,0,3.0,4,0,,SVC_AR_2024
CALL-03948,2024-08-22,20:38,AG010,Tomás González,Mañana,Cobranzas,1,Consulta,Inbound,Santa Fe,234,0,1,0,6.0,4,0,,SVC_AR_2024
CALL-04986,2024-04-27,10:03,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Callback,Santa Fe,193,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-02788,2024-07-17,09:00,AG014,Sebastián Castro,Tarde,Cobranzas,1,Reclamo,Outbound,Córdoba,416,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01422,2024-12-27,18:57,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Chat derivado a voz,Córdoba,605,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-01947,2024-02-04,18:21,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Inbound,CABA,500,1,0,0,8.0,3,1,Capacitación,SVC_AR_2024
CALL-01814,2024-04-20,20:31,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Soporte Técnico,Outbound,Córdoba,358,0,1,0,3.0,1,0,,SVC_AR_2024
CALL-03334,2024-10-31,14:04,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Inbound,Rosario,313,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-04400,2024-10-07,17:03,AG004,Lucas García,Mañana,Ventas,2,Venta,Outbound,Buenos Aires,427,0,0,0,6.0,4,0,,SVC_AR_2024
CALL-01570,2024-02-10,17:59,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Callback,CABA,444,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-01534,2024-05-06,16:53,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Baja de Servicio,Outbound,Córdoba,332,1,1,1,5.0,4,1,Sin justificar,SVC_AR_2024
CALL-01024,2024-07-21,10:55,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Outbound,Mendoza,451,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-04335,2024-11-15,08:07,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Inbound,Buenos Aires,173,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-02747,2024-03-30,13:57,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Baja de Servicio,Callback,CABA,363,0,1,0,6.0,2,0,,SVC_AR_2024
CALL-01838,2024-06-12,17:24,AG003,Camila Fernández,Noche,Soporte Técnico,5,Cobranza,Inbound,Mendoza,149,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-01421,2024-07-22,22:42,AG003,Camila Fernández,Noche,Soporte Técnico,5,Cobranza,Chat derivado a voz,Mendoza,261,1,0,0,6.0,2,0,,SVC_AR_2024
CALL-03730,2024-05-01,09:11,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Callback,Tucumán,384,1,0,0,6.0,3,0,,SVC_AR_2024
CALL-00810,2024-06-05,12:45,AG008,Agustín Sánchez,Tarde,Ventas,2,Baja de Servicio,Inbound,Santa Fe,399,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-04274,2024-05-15,13:21,AG005,ValentÃ­na LÃ³pez,Tarde,Atención al Cliente,4,Baja de Servicio,Inbound,CABA,404,0,1,0,5.0,4,0,,SVC_AR_2024
CALL-00979,2024-12-24,16:46,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Baja de Servicio,Inbound,Rosario,310,1,1,0,,4,0,,SVC_AR_2024
CALL-03478,2024-01-14,13:20,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Consulta,Outbound,Tucumán,97,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-03833,2024-07-27,17:23,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Inbound,Santa Fe,406,1,0,0,6.0,5,0,,SVC_AR_2024
CALL-01757,2024-09-15,09:14,AG003,Camila Fernández,Noche,Soporte Técnico,5,Venta,Callback,CABA,509,1,1,0,7.0,3,0,,SVC_AR_2024
CALL-04441,2024-11-28,09:37,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Inbound,Tucumán,280,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-02439,2024-08-13,20:25,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Outbound,Tucumán,199,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02516,2024-05-25,14:36,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Chat derivado a voz,CABA,433,1,0,1,5.0,5,0,,SVC_AR_2024
CALL-03260,2024-02-12,09:18,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Outbound,CABA,389,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03461,2024-10-11,15:20,AG014,Sebastián Castro,Tarde,Cobranzas,1,Reclamo,Outbound,Rosario,415,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-03801,25/07/2024,20:02,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Outbound,Buenos Aires,564,1,0,1,3.0,4,0,,SVC_AR_2024
CALL-00175,2024-11-25,17:55,AG015,Carolina Jiménez,Noche,Soporte Técnico,3,Cobranza,Callback,CABA,233,1,1,0,10.0,5,0,,SVC_AR_2024
CALL-02299,2024-12-21,08:22,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Callback,Tucumán,528,1,0,0,,2,0,,SVC_AR_2024
CALL-04087,2024-08-03,15:33,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Soporte Técnico,Chat derivado a voz,CABA,571,0,1,0,6.0,4,0,,SVC_AR_2024
CALL-01506,2024-12-16,13:51,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Chat derivado a voz,Santa Fe,250,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-04476,2024-07-29,16:53,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Callback,Buenos Aires,328,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-00218,2024-11-09,16:44,AG008,Agustín Sánchez,Tarde,Ventas,2,Reclamo,Inbound,Buenos Aires,447,1,1,0,8.0,5,0,,SVC_AR_2024
CALL-03939,2024-10-12,18:15,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Soporte Técnico,Chat derivado a voz,Córdoba,-1,1,0,0,7.0,4,1,,SVC_AR_2024
CALL-03960,2024-10-08,21:44,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Chat derivado a voz,CABA,589,0,1,0,6.0,3,0,,SVC_AR_2024
CALL-00691,2024-11-09,12:24,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Cobranza,Outbound,Córdoba,198,0,1,0,0.0,4,0,,SVC_AR_2024
CALL-04538,2024-02-23,08:26,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Reclamo,Inbound,Córdoba,464,0,1,0,7.0,4,0,,SVC_AR_2024
CALL-02479,10/10/2024,14:57,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Outbound,Tucumán,351,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-04870,2024-06-18,15:31,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Callback,Rosario,405,0,1,0,5.0,5,0,,SVC_AR_2024
CALL-01107,2024-06-24,14:13,AG012,Ignacio Herrera,Noche,Ventas,2,Venta,Outbound,Rosario,319,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-01633,2024-11-23,17:17,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Consulta,Chat derivado a voz,CABA,181,1,0,1,5.0,4,0,,SVC_AR_2024
CALL-03086,2024-04-17,21:32,AG008,Agustín Sánchez,Tarde,Ventas,2,Baja de Servicio,Chat derivado a voz,Santa Fe,354,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-01554,2024-02-06,18:31,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Outbound,Mendoza,275,0,0,0,6.0,4,1,Enfermedad,SVC_AR_2024
CALL-00612,2024-02-15,21:19,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Chat derivado a voz,CABA,360,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-03263,2024-03-05,22:48,AG010,Tomás González,Mañana,Cobranzas,1,Reclamo,Inbound,Santa Fe,388,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-04275,2024-06-07,20:22,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Baja de Servicio,Inbound,CABA,490,1,1,0,6.0,2,1,Capacitación,SVC_AR_2024
CALL-00577,2024-01-19,18:15,AG003,Camila Fernández,Noche,Soporte Técnico,5,Baja de Servicio,Chat derivado a voz,Rosario,432,0,1,0,4.0,4,1,Licencia,SVC_AR_2024
CALL-02081,2024-04-05,19:50,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,consulta,Chat derivado a voz,Mendoza,320,0,1,0,5.0,3,0,,SVC_AR_2024
CALL-04450,2024-02-27,22:46,AG003,Camila Fernández,Noche,Soporte Técnico,5,Baja de Servicio,Chat derivado a voz,Santa Fe,318,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01181,2024-04-25,15:00,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Reclamo,Callback,CABA,396,1,0,0,5.0,2,1,Sin justificar,SVC_AR_2024
CALL-00889,2024-02-09,16:32,AG004,Lucas García,Mañana,Ventas,2,Venta,Chat derivado a voz,Buenos Aires,339,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-03978,2024-12-11,17:40,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Chat derivado a voz,Mendoza,508,0,1,0,2.0,3,0,,SVC_AR_2024
CALL-04627,2024-03-09,08:19,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Chat derivado a voz,Rosario,440,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-03854,2024-02-05,11:08,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Outbound,Buenos Aires,555,0,0,0,4.0,5,0,,SVC_AR_2024
CALL-00818,2024-03-03,22:45,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Cobranza,Chat derivado a voz,Santa Fe,370,0,0,0,8.0,4,0,,SVC_AR_2024
CALL-03299,2024-06-13,07:21,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Chat derivado a voz,Buenos Aires,426,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-01889,2024-02-14,12:42,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Chat derivado a voz,Mendoza,430,0,1,0,3.0,3,0,,SVC_AR_2024
CALL-00209,2024-06-22,12:31,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Chat derivado a voz,Rosario,521,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-00294,2024-06-17,14:24,AG003,Camila Fernández,Noche,Soporte Técnico,5,RECLAMO,Chat derivado a voz,Córdoba,347,1,1,0,,4,0,,SVC_AR_2024
CALL-01120,2024-11-21,18:44,AG012,Ignacio Herrera,Noche,Ventas,2,Soporte Técnico,Callback,Tucumán,504,1,0,0,7.0,2,0,,SVC_AR_2024
CALL-02504,2024-08-21,16:30,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Outbound,Santa Fe,405,0,1,0,6.0,1,0,,SVC_AR_2024
CALL-01789,2024-08-28,19:24,AG007,Florencia Torres,Mañana,Soporte Técnico,6,reclamo,Callback,Córdoba,418,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-01265,2024-01-15,14:18,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Outbound,Mendoza,527,1,0,1,4.0,3,0,,SVC_AR_2024
CALL-00991,2024-09-05,21:08,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Reclamo,Inbound,Tucumán,377,1,0,0,6.0,5,0,,SVC_AR_2024
CALL-04211,2024-06-15,18:37,AG001,Valentina López,Mañana,Atención al Cliente,3,Reclamo,Callback,Mendoza,273,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-01535,2024-12-27,16:11,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Callback,Buenos Aires,591,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-00354,2024-11-17,20:24,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Venta,Inbound,Santa Fe,418,1,0,1,6.0,4,0,,SVC_AR_2024
CALL-04621,2024-01-08,08:50,AG003,Camila Fernández,Noche,Soporte Técnico,5,reclamo,Chat derivado a voz,CABA,393,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-03385,2024-04-24,13:35,AG006,Nicolás Pérez,Noche,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Córdoba,535,0,0,0,6.0,4,0,,SVC_AR_2024
CALL-03063,2024-09-30,14:01,AG010,Tomás González,Mañana,Cobranzas,1,Baja de Servicio,Chat derivado a voz,Tucumán,523,0,1,0,5.0,5,0,,SVC_AR_2024
CALL-03909,2024-01-20,10:56,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Outbound,CABA,557,1,0,0,10.0,3,1,Capacitación,SVC_AR_2024
CALL-04547,2024-09-18,09:41,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Soporte Técnico,Outbound,Córdoba,480,1,0,0,,4,0,,SVC_AR_2024
CALL-01229,2024-01-06,18:14,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Chat derivado a voz,CABA,334,1,1,0,6.0,4,0,,SVC_AR_2024
CALL-00260,2024-11-04,10:59,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Cobranza,Callback,Buenos Aires,288,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-01544,2024-11-11,21:37,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Callback,Santa Fe,517,1,0,0,,4,0,,SVC_AR_2024
CALL-04467,2024-05-19,08:46,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Chat derivado a voz,Santa Fe,140,0,1,0,4.0,5,0,,SVC_AR_2024
CALL-04755,2024-11-24,10:11,AG012,Ignacio Herrera,Noche,Ventas,2,Cobranza,Callback,Tucumán,353,1,1,0,,5,0,,SVC_AR_2024
CALL-03167,2024-07-29,17:32,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Venta,Inbound,Santa Fe,489,0,0,0,8.0,4,0,,SVC_AR_2024
CALL-03103,2024-09-30,09:47,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Soporte Técnico,Callback,Mendoza,483,1,0,0,9.0,1,0,,SVC_AR_2024
CALL-00053,2024-12-06,17:39,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Consultas,Chat derivado a voz,Mendoza,180,1,0,0,8.0,3,0,,SVC_AR_2024
CALL-02214,2024-05-04,11:09,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Cobranza,Inbound,Buenos Aires,262,1,0,0,8.0,1,0,,SVC_AR_2024
CALL-01870,2024-02-25,22:09,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Chat derivado a voz,Buenos Aires,290,1,1,0,7.0,5,0,,SVC_AR_2024
CALL-02211,2024-11-08,10:11,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Soporte Técnico,Callback,CABA,531,1,0,0,,5,0,,SVC_AR_2024
CALL-02427,2024-04-16,08:17,AG001,Valentina López,Mañana,Atención al Cliente,3,Baja de Servicio,Outbound,Rosario,477,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03999,2024-06-25,11:39,AG001,Valentina López,Mañana,Atención al Cliente,3,Venta,Callback,Rosario,391,1,0,0,,5,0,,SVC_AR_2024
CALL-02362,2024-09-05,08:20,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Venta,Inbound,Rosario,447,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01480,2024-03-06,22:53,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Baja de Servicio,Callback,Tucumán,571,1,0,0,8.0,5,0,,SVC_AR_2024
CALL-01034,2024-03-04,09:03,AG008,Agustín Sánchez,Tarde,Ventas,2,Cobranza,Inbound,Rosario,352,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-01098,2024-02-03,15:41,AG008,Agustín Sánchez,Tarde,Ventas,2,Reclamo,Outbound,Santa Fe,474,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01470,2024-05-21,21:40,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Inbound,Tucumán,484,1,0,0,,4,0,,SVC_AR_2024
CALL-00544,2024-10-02,13:16,AG005,Sofía Martínez,Tarde,Atención al Cliente,4,Reclamo,Inbound,CABA,337,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-01047,2024-07-11,13:25,AG012,Ignacio Herrera,Noche,Ventas,2,Venta,Inbound,CABA,416,1,0,0,9.0,3,1,,SVC_AR_2024
CALL-04142,2024-09-02,18:07,AG008,Agustín Sánchez,Tarde,Ventas,2,Soporte Técnico,Outbound,Santa Fe,499,1,0,0,10.0,2,0,,SVC_AR_2024
CALL-04766,2024-05-23,09:03,AG010,Tomás González,Mañana,Cobranzas,1,Cobranza,Chat derivado a voz,Rosario,284,1,0,1,1.0,4,0,,SVC_AR_2024
CALL-00031,2024-07-18,15:59,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Consulta,Callback,Tucumán,150,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-00726,2024-09-30,09:59,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Baja de Servicio,Outbound,CABA,430,0,1,0,6.0,5,0,,SVC_AR_2024
CALL-02716,2024-07-13,08:58,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Chat derivado a voz,Santa Fe,553,1,1,0,4.0,1,0,,SVC_AR_2024
CALL-02115,2024-10-18,14:09,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Baja de Servicio,Inbound,Rosario,351,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-03928,2024-12-30,17:18,AG004,Lucas García,Mañana,Ventas,2,Reclamo,Callback,Mendoza,378,0,0,0,6.0,1,0,,SVC_AR_2024
CALL-01427,2024-06-02,09:03,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Callback,CABA,474,1,0,0,,3,0,,SVC_AR_2024
CALL-02570,2024-06-22,10:12,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Inbound,CABA,290,1,0,0,5.0,3,0,,SVC_AR_2024
CALL-00437,2024-07-22,17:54,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Cobranza,Inbound,Rosario,274,1,0,0,10.0,3,0,,SVC_AR_2024
CALL-02488,2024-06-05,10:41,AG014,Sebastián Castro,Tarde,Cobranzas,1,Cobranza,Inbound,Buenos Aires,233,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-00913,2024-06-05,17:36,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Outbound,Rosario,281,0,0,0,8.0,2,0,,SVC_AR_2024
CALL-04236,2024-03-01,15:23,AG002,Martín Rodríguez,Tarde,Cobranzas,1, Reclamo,Outbound,Córdoba,452,0,1,0,3.0,5,0,,SVC_AR_2024
CALL-04178,2024-05-06,15:26,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Soporte Técnico,Chat derivado a voz,Córdoba,433,1,1,0,7.0,4,0,,SVC_AR_2024
CALL-04527,2024-12-11,21:47,AG014,Sebastián Castro,Tarde,Cobranzas,1,Venta,Outbound,Rosario,527,0,0,0,4.0,4,0,,SVC_AR_2024
CALL-03352,2024-06-11,07:59,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Consulta,Chat derivado a voz,CABA,170,0,0,0,5.0,2,0,,SVC_AR_2024
CALL-02305,2024-09-07,21:21,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Venta,Callback,Rosario,302,1,1,0,5.0,4,0,,SVC_AR_2024
CALL-01610,2024-12-06,08:25,AG004,Lucas García,Mañana,Ventas,2,Venta,Chat derivado a voz,Mendoza,547,1,0,1,7.0,4,1,Licencia,SVC_AR_2024
CALL-01239,2024-03-24,16:21,AG010,Tomás González,Mañana,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Tucumán,507,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-00904,2024-08-31,14:17,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Soporte Técnico,Callback,Tucumán,538,1,0,0,10.0,5,1,,SVC_AR_2024
CALL-02522,2024-01-20,14:00,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Reclamo,Callback,Rosario,9999,1,0,0,7.0,1,0,,SVC_AR_2024
CALL-03166,2024-08-02,13:47,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Baja de Servicio,Chat derivado a voz,Buenos Aires,414,1,0,0,7.0,4,1,,SVC_AR_2024
CALL-02330,2024-12-18,09:30,AG009,Lucía Ramírez,Noche,Atención al Cliente,3,Venta,Inbound,CABA,537,0,0,0,9.0,4,0,,SVC_AR_2024
CALL-00508,2024-11-28,12:32,AG003,Camila Fernández,Noche,Soporte Técnico,5,Baja de Servicio,Inbound,Rosario,413,1,0,0,6.0,4,0,,SVC_AR_2024
CALL-04896,2024-06-06,12:45,AG004,Lucas García,Mañana,Ventas,2,Reclamo,Callback,Buenos Aires,540,1,1,0,5.0,4,0,,SVC_AR_2024
CALL-00184,2024-12-05,11:58,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Cobranza,Outbound,Mendoza,316,0,0,0,6.0,3,1,,SVC_AR_2024
CALL-01590,2024-01-12,19:35,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Venta,Outbound,Santa Fe,434,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-01498,2024-03-13,19:39,AG004,Lucas García,Mañana,Ventas,2,Consulta,Outbound,CABA,254,1,0,0,7.0,5,0,,SVC_AR_2024
CALL-03633,2024-10-05,20:44,AG001,Valentina López,Mañana,Atención al Cliente,3,Soporte Técnico,Chat derivado a voz,Tucumán,638,1,0,0,8.0,4,1,,SVC_AR_2024
CALL-00322,2024-06-12,16:47,AG003,Camila Fernández,Noche,Soporte Técnico,5,Soporte Técnico,Outbound,Córdoba,471,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-01804,2024-08-16,07:47,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Baja de Servicio,Chat derivado a voz,Tucumán,392,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-02150,2024-08-20,22:44,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Consulta,Callback,Buenos Aires,230,1,0,1,6.0,2,0,,SVC_AR_2024
CALL-03853,2024-11-17,14:40,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Soporte Técnico,Chat derivado a voz,Córdoba,404,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02544,2024-03-24,12:42,AG008,Agustín Sánchez,Tarde,Ventas,2,Baja de Servicio,Chat derivado a voz,CABA,455,1,0,0,10.0,5,0,,SVC_AR_2024
CALL-01808,2024-08-19,11:09,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Inbound,Rosario,497,1,0,0,8.0,4,0,,SVC_AR_2024
CALL-04757,2024-10-06,14:08,AG012,Ignacio Herrera,Noche,Ventas,2,Consulta,Outbound,Tucumán,292,1,0,0,10.0,4,0,,SVC_AR_2024
CALL-04214,2024-12-26,19:40,AG001,Valentina López,Mañana,Atención al Cliente,3,Cobranza,Inbound,Córdoba,320,0,1,0,5.0,2,0,,SVC_AR_2024
CALL-04452,2024-07-09,19:38,AG009,Lucía Ramírez,Noche,Atención al Cliente,3, Reclamo,Inbound,Buenos Aires,395,1,0,0,,4,0,,SVC_AR_2024
CALL-01147,2024-10-30,13:47,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Outbound,Rosario,409,1,0,0,9.0,5,0,,SVC_AR_2024
CALL-02087,2024-04-09,15:37,AG013,Micaela Ruiz,Mañana,Atención al Cliente,7,Venta,Callback,Tucumán,358,0,1,0,4.0,3,0,,SVC_AR_2024
CALL-00045,2024-05-07,10:22,AG004,Lucas García,Mañana,Ventas,2,Baja de Servicio,Callback,Mendoza,386,1,1,0,7.0,5,0,,SVC_AR_2024
CALL-03820,2024-11-10,16:05,AG004,Lucas García,Mañana,Ventas,2,Soporte Técnico,Chat derivado a voz,CABA,459,1,0,0,6.0,3,0,,SVC_AR_2024
CALL-01551,2024-07-10,07:30,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Cobranza,Callback,Tucumán,418,1,0,0,,3,0,,SVC_AR_2024
CALL-02320,2024-11-29,21:21,AG006,Nicolás Pérez,Noche,Cobranzas,1,Venta,Inbound,CABA,326,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-01379,2024-08-03,20:29,AG007,Florencia Torres,Mañana,Soporte Técnico,6,Soporte Técnico,Callback,CABA,550,1,0,0,7.0,1,0,,SVC_AR_2024
CALL-01989,2024-05-02,19:00,AG014,Sebastián Castro,Tarde,Cobranzas,1,Soporte Técnico,Callback,CABA,615,0,0,0,,4,1,,SVC_AR_2024
CALL-03033,2024-02-13,08:40,AG011,Julieta Morales,Tarde,Soporte Técnico,4,Venta,Inbound,Buenos Aires,552,1,0,0,9.0,4,0,,SVC_AR_2024
CALL-00414,2024-12-05,19:37,AG006,Nicolás Pérez,Noche,Cobranzas,1,Baja de Servicio,Outbound,Buenos Aires,387,1,0,0,8.0,2,0,,SVC_AR_2024
CALL-03887,2024-05-20,13:29,AG003,Camila Fernández,Noche,Soporte Técnico,5,Baja de Servicio,Inbound,Santa Fe,280,1,0,0,9.0,3,0,,SVC_AR_2024
CALL-01408,2024-04-28,08:38,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Soporte Técnico,Chat derivado a voz,Rosario,476,1,0,0,7.0,4,0,,SVC_AR_2024
CALL-03428,2024-07-24,19:59,AG002,Martín Rodríguez,Tarde,Cobranzas,1,Reclamo,Inbound,Córdoba,368,0,1,0,5.0,5,0,,SVC_AR_2024
CALL-00802,2024-04-13,17:08,AG006,Nicolás Pérez,Noche,Cobranzas,1,Venta,Chat derivado a voz,Buenos Aires,434,1,0,0,6.0,1,0,,SVC_AR_2024
